fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6
7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5
7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,6
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6
7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,7
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,6
6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,6
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6
6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,6
8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,5
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,5
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6
8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,5
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6
5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,3
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1,6
6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4
7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,5
7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7
6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6
6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5
5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5
7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6
6,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5
6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5
6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6
6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5
5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7
6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,6
6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7
7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7
6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6
7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,6
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6
7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4
7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7
7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6
6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6
6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6
7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
5.9,0.655,0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6
8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5
7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,7
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7
5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7
6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5
5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5
6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6
6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6
7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
6.9,0.19,0.6,4,0.037,6,122,0.99255,2.92,0.59,10.4,4
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4
6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
